,id,total-units,prereqs,semester,hass_attribute,gir_attribute,sections
24.900,24.900,12,,"['Fall', 'Spring']",HS,,"{'RecitationSession': [['F11']], 'LectureSession': [['TR11-12.30']]}"
24.903,24.903,12,24.900 or 24.9000,['Spring'],HS,,{'LectureSession': [['MW11-12.30']]}
24.904,24.904,12,"24.900, 24.9000, or permission of instructor",['Spring'],HS,,"{'LectureSession': [['TR11']], 'RecitationSession': [['*TO', 'BE', 'ARRANGED']]}"
24.908,24.908,12,,['Spring'],HS,,{'LectureSession': [['W12-3']]}
24.912,24.912,12,,['Spring'],"HA,HH",,{'LectureSession': [['T2-5']]}
24.914,24.914,12,24.900 or 24.9000,['Spring'],HS,,{'LectureSession': [['TR2.30-4']]}
24.918,24.918,12,"(24.901, 24.902, and 24.903) or permission of instructor",['Spring'],HS,,{'LectureSession': [['MW1-2.30']]}
3.094,3.094,9,,['Spring'],HS,,"{'LectureSession': [['TR4']], 'LabSession': [['W', 'EVE', '(7-10', 'PM)']]}"
3.095,3.095,9,,['Spring'],HA,,"{'LabSession': [['M', 'EVE', '(7-10', 'PM)']], 'LectureSession': [['MW', '1-2PM']]}"
3.985,3.985,9,GIR:CHEM or GIR:PHY1,['Spring'],HS,,"{'LectureSession': [['M', 'EVE', '(7-10', 'PM)']]}"
3.987,3.987,12,,['Spring'],HS,,"{'LectureSession': [['MW3-4.30']], 'LabSession': [['F3-4.30']]}"
3.993,3.993,9,,['Spring'],HS,,{'LectureSession': [['MW1-2.30']]}
4.021,4.021,12,,"['Fall', 'Spring']",HA,,"{'RecitationSession': [['MTWRF2-5']], 'LectureSession': [['MW2-5']]}"
4.110,4.110,12,,['Spring'],HA,,"{'LectureSession': [['M10-12']], 'LabSession': [['M', 'EVE', '(7-9', 'PM)']]}"
4.250,4.250,12,,['Spring'],HH,,{'LectureSession': [['MW11-12.30']]}
4.301,4.301,12,,"['Fall', 'Spring']",HA,,"{'LectureSession': [['TR2-5']], 'RecitationSession': [['R9-12']]}"
4.314,4.314,12,"4.301, 4.302, or permission of instructor","['Fall', 'Spring']",HA,,"{'LectureSession': [['TR9.30-12.30']], 'RecitationSession': [['*TO', 'BE', 'ARRANGED']]}"
4.320,4.320,12,,['Spring'],HA,,{'LectureSession': [['MW9-12']]}
4.341,4.341,12,,"['Fall', 'Spring']",HA,,{'LectureSession': [['TR2-5']]}
4.344,4.344,12,4.341 or permission of instructor,"['Fall', 'Spring']",HA,,{'LectureSession': [['T9.30-12.30']]}
4.354,4.354,12,,"['Fall', 'Spring']",HA,,"{'LectureSession': [['MW9.30-12.30']], 'RecitationSession': [['W', 'EVE', '(7-10', 'PM)']]}"
4.356,4.356,12,"4.301, 4.302, 4.354, or permission of instructor",['Spring'],HA,,"{'LectureSession': [['TW', 'EVE', '(7-10', 'PM)']]}"
4.368,4.368,12,4.301 or 4.302,['Spring'],HA,,{'LectureSession': [['MW9.30-12.30']]}
4.373,4.373,12,"4.301, 4.302, or permission of instructor",['Spring'],HA,,{'LectureSession': [['TR9.30-12.30']]}
4.602,4.602,12,,['Spring'],HA,,"{'LectureSession': [['MW9.30-11']], 'RecitationSession': [['W12']]}"
4.605,4.605,12,,['Spring'],HA,,"{'RecitationSession': [['F11']], 'LectureSession': [['MW11-12.30']]}"
4.609,4.609,12,Permission of instructor,['Spring'],HA,,{'LectureSession': [['F2-5']]}
4.657,4.657,12,,['Spring'],HA,,"{'RecitationSession': [['W9']], 'LectureSession': [['TR2-3.30']]}"
5.24,5.24,9,GIR:CHEM or GIR:PHY1,['Spring'],HS,,"{'LectureSession': [['M', 'EVE', '(7-10', 'PM)']]}"
6.073,6.073,12,"6.01, CMS.301, or CMS.608",['Spring'],HA,,"{'LectureSession': [['T2-5']], 'LabSession': [['R2-5']]}"
6.207,6.207,12,6.041 or 14.30,['Spring'],HS,,"{'RecitationSession': [['F2']], 'LectureSession': [['MW1-2.30']]}"
6.809,6.809,12,(6.009 and 21M.301) or permission of instructor,"['Fall', 'Spring']",HA,,{'LectureSession': [['MW11-12.30']]}
9.00,9.00,12,,['Spring'],HS,,"{'RecitationSession': [['R', 'EVE', '(7', 'PM)']], 'LectureSession': [['TR2-3.30']]}"
CC.111,CC.111,12,,['Spring'],HH,,"{'RecitationSession': [['T3-5']], 'LectureSession': [['R3-5']]}"
CC.120,CC.120,12,,"['Fall', 'Spring']",HA,,{'LectureSession': [['TR9.30-11']]}
CMS.100,CMS.100,12,,"['Fall', 'Spring']",HH,,{'LectureSession': [['TR10-11.30']]}
CMS.150,CMS.150,12,,['Spring'],"HA,HH",,{'LectureSession': [['T2-5']]}
CMS.301,CMS.301,12,,['Spring'],HA,,{'LectureSession': [['TR11-12.30']]}
CMS.334,CMS.334,12,,['Spring'],HH,,"{'LectureSession': [['T', 'EVE', '(7-10', 'PM)']]}"
CMS.339,CMS.339,12,Permission of instructor,['Spring'],HA,,{'LectureSession': [['M12-3']]}
CMS.356,CMS.356,12,,['Spring'],HH,,"{'LectureSession': [['MW', 'EVE', '(7-8.30', 'PM)']]}"
CMS.361,CMS.361,12,,['Spring'],HS,,{'LectureSession': [['TR10.30-12']]}
CMS.375,CMS.375,12,,['Spring'],HH,,"{'LectureSession': [['T', 'EVE', '(7-10', 'PM)']]}"
CMS.400,CMS.400,12,One subject in Comparative Media Studies or permission of instructor,['Spring'],HH,,{'LectureSession': [['TR11-12.30']]}
CMS.405,CMS.405,12,21L.011 or CMS.100,['Spring'],HH,,{'LectureSession': [['MW2-3.30']]}
CMS.587,CMS.587,12,,['Spring'],HS,,"{'LectureSession': [['TR2.30-4']], 'LabSession': [['*TO', 'BE', 'ARRANGED']]}"
CMS.590,CMS.590,12,,['Spring'],HH,,"{'LabSession': [['*TO', 'BE', 'ARRANGED']], 'LectureSession': [['TR1-2.30']]}"
CMS.593,CMS.593,12,CMS.592,['Spring'],HS,,{'LectureSession': [['TR4-5.30']]}
CMS.611,CMS.611,12,"6.01, CMS.301, or CMS.608",['Spring'],HA,,"{'LectureSession': [['T2-5']], 'LabSession': [['R2-5']]}"
CMS.614,CMS.614,12,,['Spring'],HH,,{'LectureSession': [['TR3.30-5']]}
CMS.615,CMS.615,12,,['Spring'],HH,,{'LectureSession': [['MW10.30-12']]}
CMS.621,CMS.621,12,,['Spring'],HH,,{'LectureSession': [['MW9-10.30']]}
CMS.636,CMS.636,12,,['Spring'],HH,,{'LectureSession': [['TR2-3.30']]}
CMS.701,CMS.701,12,CMS.100,"['Fall', 'Spring']",HH,,{'LectureSession': [['W2-5']]}
EC.310,EC.310,9,,['Spring'],HE,,{'LectureSession': [['R2-5']]}
ES.9112,ES.9112,12,,['Spring'],HH,,{'LectureSession': [['MF2-3.30']]}
IDS.055,IDS.055,12,,['Spring'],HS,,"{'LectureSession': [['MW1.30-3']], 'RecitationSession': [['R', 'EVE', '(7.30', 'PM)']]}"
IDS.060,IDS.060,12,,['Spring'],HS,,{'LectureSession': [['TR3.30-5']]}
MAS.241,MAS.241,9,,['Spring'],HS,,{'LectureSession': [['T1-4']]}
SP.360,SP.360,12,,['Spring'],HA,,{'LectureSession': [['TR2-5']]}
STS.004,STS.004,12,,['Spring'],HH,,{'LectureSession': [['MW2.30-4']]}
STS.011,STS.011,12,,['Spring'],HH,,{'LectureSession': [['TR11-12.30']]}
STS.012,STS.012,12,,['Spring'],HS,,{'LectureSession': [['TR1-2.30']]}
STS.022,STS.022,12,,['Spring'],HS,,{'LectureSession': [['F1-4']]}
STS.023,STS.023,12,,['Spring'],HH,,{'LectureSession': [['TR9.30-11']]}
STS.027,STS.027,12,Permission of instructor,['Spring'],HH,,"{'LectureSession': [['W', 'EVE', '(7-10', 'PM)']]}"
STS.030,STS.030,12,,['Spring'],HS,,{'LectureSession': [['MW9.30-11']]}
STS.031,STS.031,12,,['Spring'],HS,,{'LectureSession': [['MW1-2.30']]}
STS.047,STS.047,12,,['Spring'],HS,,{'LectureSession': [['TR2.30-4']]}
STS.048,STS.048,12,,['Spring'],HH,,"{'LectureSession': [['M', 'EVE', '(7-10', 'PM)']]}"
STS.065,STS.065,12,,['Spring'],HS,,{'LectureSession': [['TR2.30-4']]}
STS.075,STS.075,9,,"['Fall', 'Spring']",HS,,{'LectureSession': [['F11-1']]}
STS.082,STS.082,12,,['Spring'],HS,,"{'RecitationSession': [['R', 'EVE', '(7.30', 'PM)']], 'LectureSession': [['MW1.30-3']]}"
WGS.101,WGS.101,12,,"['Fall', 'Spring']",HH,,{'LectureSession': [['MW3-4.30']]}
WGS.110,WGS.110,12,,['Spring'],HH,,"{'LectureSession': [['T', 'EVE', '(7-9', 'PM)']], 'RecitationSession': [['*TO', 'BE', 'ARRANGED']]}"
WGS.151,WGS.151,12,,['Spring'],HS,,"{'LectureSession': [['M', 'EVE', '(8-10', 'PM)']], 'RecitationSession': [['*TO', 'BE', 'ARRANGED']]}"
WGS.181,WGS.181,12,,['Spring'],HH,,"{'LectureSession': [['T', 'EVE', '(7-10', 'PM)']]}"
WGS.190,WGS.190,12,,['Spring'],"HA,HH",,{'LectureSession': [['T2-5']]}
WGS.220,WGS.220,12,,['Spring'],HH,,"{'LectureSession': [['W2-4']], 'RecitationSession': [['*TO', 'BE', 'ARRANGED']]}"
WGS.224,WGS.224,12,,['Spring'],HS,,{'LectureSession': [['W10-1']]}
WGS.226,WGS.226,12,,['Spring'],HH,,{'LectureSession': [['TR9.30-11']]}
WGS.229,WGS.229,12,,['Spring'],HS,,"{'LectureSession': [['R', 'EVE', '(7-10', 'PM)']]}"
WGS.245,WGS.245,12,,['Spring'],HH,,{'LectureSession': [['MW9.30-11']]}
WGS.275,WGS.275,12,,['Spring'],HS,,{'LectureSession': [['F1-4']]}
WGS.301,WGS.301,12,,['Spring'],HH,,{'LectureSession': [['TR2-3.30']]}
